Time [s],Altitude [km],Lat [deg],Lon [deg],Velocity [km/s],Downrange [km],Mass [kg],Temp [K],Datetime,d_m [kg],ObjectID,ObjectName,Part,Material,ReferenceArea [m^2],scenario,reentry_vehicle
450.096,14.138,0.987,2.671,0.038,320.414,50.0,261.117,2023-07-09 21:07:30.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
451.096,14.103,0.987,2.671,0.038,320.428,50.0,260.961,2023-07-09 21:07:31.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
452.096,14.068,0.987,2.67,0.038,320.441,50.0,260.805,2023-07-09 21:07:32.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
453.096,14.032,0.987,2.67,0.038,320.454,50.0,260.651,2023-07-09 21:07:33.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
454.096,13.997,0.987,2.67,0.037,320.468,50.0,260.496,2023-07-09 21:07:34.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
455.096,13.963,0.987,2.67,0.037,320.481,50.0,260.343,2023-07-09 21:07:35.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
456.096,13.928,0.987,2.67,0.037,320.495,50.0,260.19,2023-07-09 21:07:36.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
457.096,13.893,0.987,2.67,0.037,320.508,50.0,260.039,2023-07-09 21:07:37.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
458.096,13.858,0.987,2.67,0.037,320.522,50.0,259.887,2023-07-09 21:07:38.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
459.096,13.824,0.987,2.67,0.037,320.536,50.0,259.737,2023-07-09 21:07:39.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
460.096,13.789,0.987,2.669,0.037,320.549,50.0,259.587,2023-07-09 21:07:40.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
461.096,13.755,0.987,2.669,0.037,320.563,50.0,259.437,2023-07-09 21:07:41.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
462.096,13.721,0.987,2.669,0.037,320.576,50.0,259.289,2023-07-09 21:07:42.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
463.096,13.686,0.987,2.669,0.037,320.59,50.0,259.141,2023-07-09 21:07:43.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
464.096,13.652,0.987,2.669,0.037,320.604,50.0,258.994,2023-07-09 21:07:44.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
465.096,13.618,0.987,2.669,0.037,320.617,50.0,258.847,2023-07-09 21:07:45.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
466.096,13.584,0.987,2.669,0.037,320.631,50.0,258.701,2023-07-09 21:07:46.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
467.096,13.551,0.987,2.669,0.036,320.645,50.0,258.556,2023-07-09 21:07:47.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
468.096,13.517,0.987,2.668,0.036,320.659,50.0,258.411,2023-07-09 21:07:48.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
469.096,13.483,0.987,2.668,0.036,320.672,50.0,258.267,2023-07-09 21:07:49.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
470.096,13.45,0.987,2.668,0.036,320.686,50.0,258.124,2023-07-09 21:07:50.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
471.096,13.416,0.987,2.668,0.036,320.7,50.0,257.981,2023-07-09 21:07:51.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
472.096,13.383,0.987,2.668,0.036,320.714,50.0,257.839,2023-07-09 21:07:52.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
473.096,13.349,0.987,2.668,0.036,320.727,50.0,257.697,2023-07-09 21:07:53.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
474.096,13.316,0.987,2.668,0.036,320.741,50.0,257.556,2023-07-09 21:07:54.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
475.096,13.283,0.987,2.668,0.036,320.755,50.0,257.416,2023-07-09 21:07:55.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
476.096,13.25,0.987,2.667,0.036,320.769,50.0,257.276,2023-07-09 21:07:56.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
477.096,13.217,0.987,2.667,0.036,320.783,50.0,257.137,2023-07-09 21:07:57.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
478.096,13.184,0.987,2.667,0.036,320.796,50.0,256.999,2023-07-09 21:07:58.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
479.096,13.151,0.987,2.667,0.036,320.81,50.0,256.861,2023-07-09 21:07:59.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
480.096,13.119,0.987,2.667,0.036,320.824,50.0,256.724,2023-07-09 21:08:00.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
481.096,13.086,0.987,2.667,0.035,320.838,50.0,256.587,2023-07-09 21:08:01.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
482.096,13.053,0.987,2.667,0.035,320.852,50.0,256.451,2023-07-09 21:08:02.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
483.096,13.021,0.987,2.667,0.035,320.866,50.0,256.315,2023-07-09 21:08:03.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
484.096,12.988,0.987,2.666,0.035,320.88,50.0,256.18,2023-07-09 21:08:04.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
485.096,12.956,0.987,2.666,0.035,320.894,50.0,256.046,2023-07-09 21:08:05.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
486.096,12.924,0.987,2.666,0.035,320.908,50.0,255.912,2023-07-09 21:08:06.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
487.096,12.892,0.987,2.666,0.035,320.922,50.0,255.779,2023-07-09 21:08:07.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
488.096,12.86,0.987,2.666,0.035,320.935,50.0,255.647,2023-07-09 21:08:08.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
489.096,12.828,0.987,2.666,0.035,320.949,50.0,255.514,2023-07-09 21:08:09.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
490.096,12.796,0.987,2.666,0.035,320.963,50.0,255.383,2023-07-09 21:08:10.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
491.096,12.764,0.987,2.666,0.035,320.977,50.0,255.252,2023-07-09 21:08:11.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
492.096,12.732,0.987,2.665,0.035,320.991,50.0,255.122,2023-07-09 21:08:12.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
493.096,12.7,0.987,2.665,0.035,321.005,50.0,254.992,2023-07-09 21:08:13.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
494.096,12.669,0.987,2.665,0.035,321.019,50.0,254.863,2023-07-09 21:08:14.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
495.096,12.637,0.987,2.665,0.034,321.033,50.0,254.734,2023-07-09 21:08:15.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
496.096,12.606,0.987,2.665,0.034,321.047,50.0,254.606,2023-07-09 21:08:16.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
497.096,12.574,0.987,2.665,0.034,321.061,50.0,254.478,2023-07-09 21:08:17.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
498.096,12.543,0.987,2.665,0.034,321.075,50.0,254.351,2023-07-09 21:08:18.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
499.096,12.512,0.987,2.665,0.034,321.089,50.0,254.224,2023-07-09 21:08:19.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
500.096,12.481,0.987,2.664,0.034,321.103,50.0,254.098,2023-07-09 21:08:20.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
501.096,12.45,0.987,2.664,0.034,321.117,50.0,253.973,2023-07-09 21:08:21.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
502.096,12.419,0.987,2.664,0.034,321.131,50.0,253.848,2023-07-09 21:08:22.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
503.096,12.388,0.987,2.664,0.034,321.145,50.0,253.723,2023-07-09 21:08:23.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
504.096,12.357,0.987,2.664,0.034,321.159,50.0,253.599,2023-07-09 21:08:24.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
505.096,12.326,0.987,2.664,0.034,321.173,50.0,253.476,2023-07-09 21:08:25.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
506.096,12.295,0.987,2.664,0.034,321.187,50.0,253.353,2023-07-09 21:08:26.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
507.096,12.265,0.987,2.664,0.034,321.201,50.0,253.231,2023-07-09 21:08:27.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
508.096,12.234,0.987,2.663,0.034,321.215,50.0,253.109,2023-07-09 21:08:28.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
509.096,12.203,0.987,2.663,0.034,321.229,50.0,252.987,2023-07-09 21:08:29.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
510.096,12.173,0.987,2.663,0.033,321.242,50.0,252.866,2023-07-09 21:08:30.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
511.096,12.143,0.987,2.663,0.033,321.256,50.0,252.746,2023-07-09 21:08:31.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
512.096,12.112,0.987,2.663,0.033,321.27,50.0,252.626,2023-07-09 21:08:32.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
513.096,12.082,0.987,2.663,0.033,321.284,50.0,252.507,2023-07-09 21:08:33.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
514.096,12.052,0.987,2.663,0.033,321.298,50.0,252.388,2023-07-09 21:08:34.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
515.096,12.022,0.987,2.663,0.033,321.312,50.0,252.269,2023-07-09 21:08:35.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
516.096,11.992,0.987,2.662,0.033,321.326,50.0,252.151,2023-07-09 21:08:36.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
517.096,11.962,0.987,2.662,0.033,321.34,50.0,252.034,2023-07-09 21:08:37.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
518.096,11.932,0.987,2.662,0.033,321.354,50.0,251.917,2023-07-09 21:08:38.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
519.096,11.902,0.987,2.662,0.033,321.368,50.0,251.801,2023-07-09 21:08:39.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
520.096,11.872,0.987,2.662,0.033,321.382,50.0,251.685,2023-07-09 21:08:40.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
521.096,11.843,0.987,2.662,0.033,321.396,50.0,251.569,2023-07-09 21:08:41.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
522.096,11.813,0.987,2.662,0.033,321.41,50.0,251.454,2023-07-09 21:08:42.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
523.096,11.784,0.987,2.662,0.033,321.423,50.0,251.339,2023-07-09 21:08:43.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
524.096,11.754,0.987,2.661,0.033,321.437,50.0,251.225,2023-07-09 21:08:44.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
525.096,11.725,0.987,2.661,0.032,321.451,50.0,251.111,2023-07-09 21:08:45.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
526.096,11.695,0.987,2.661,0.032,321.465,50.0,250.998,2023-07-09 21:08:46.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
527.096,11.666,0.987,2.661,0.032,321.479,50.0,250.885,2023-07-09 21:08:47.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
528.096,11.637,0.987,2.661,0.032,321.493,50.0,250.773,2023-07-09 21:08:48.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
529.096,11.608,0.987,2.661,0.032,321.507,50.0,250.661,2023-07-09 21:08:49.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
530.096,11.579,0.987,2.661,0.032,321.52,50.0,250.55,2023-07-09 21:08:50.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
531.096,11.55,0.987,2.661,0.032,321.534,50.0,250.439,2023-07-09 21:08:51.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
532.096,11.521,0.987,2.66,0.032,321.548,50.0,250.328,2023-07-09 21:08:52.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
533.096,11.492,0.987,2.66,0.032,321.562,50.0,250.218,2023-07-09 21:08:53.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
534.096,11.463,0.987,2.66,0.032,321.576,50.0,250.109,2023-07-09 21:08:54.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
535.096,11.434,0.987,2.66,0.032,321.589,50.0,250.0,2023-07-09 21:08:55.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
536.096,11.406,0.987,2.66,0.032,321.603,50.0,249.891,2023-07-09 21:08:56.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
537.096,11.377,0.987,2.66,0.032,321.617,50.0,249.782,2023-07-09 21:08:57.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
538.096,11.348,0.987,2.66,0.032,321.631,50.0,249.675,2023-07-09 21:08:58.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
539.096,11.32,0.987,2.66,0.032,321.644,50.0,249.567,2023-07-09 21:08:59.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
540.096,11.291,0.987,2.659,0.032,321.658,50.0,249.46,2023-07-09 21:09:00.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
541.096,11.263,0.987,2.659,0.031,321.672,50.0,249.353,2023-07-09 21:09:01.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
542.096,11.235,0.987,2.659,0.031,321.685,50.0,249.247,2023-07-09 21:09:02.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
543.096,11.206,0.987,2.659,0.031,321.699,50.0,249.142,2023-07-09 21:09:03.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
544.096,11.178,0.987,2.659,0.031,321.713,50.0,249.036,2023-07-09 21:09:04.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
545.096,11.15,0.987,2.659,0.031,321.726,50.0,248.931,2023-07-09 21:09:05.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
546.096,11.122,0.987,2.659,0.031,321.74,50.0,248.827,2023-07-09 21:09:06.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
547.096,11.094,0.987,2.659,0.031,321.754,50.0,248.723,2023-07-09 21:09:07.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
548.096,11.066,0.987,2.658,0.031,321.767,50.0,248.619,2023-07-09 21:09:08.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
549.096,11.038,0.987,2.658,0.031,321.781,50.0,248.516,2023-07-09 21:09:09.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
550.096,11.01,0.987,2.658,0.031,321.794,50.0,248.413,2023-07-09 21:09:10.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
551.096,10.982,0.987,2.658,0.031,321.808,50.0,248.311,2023-07-09 21:09:11.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
552.096,10.955,0.987,2.658,0.031,321.821,50.0,248.21,2023-07-09 21:09:12.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
553.096,10.927,0.987,2.658,0.031,321.835,50.0,248.11,2023-07-09 21:09:13.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
554.096,10.899,0.987,2.658,0.031,321.849,50.0,248.011,2023-07-09 21:09:14.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
555.096,10.872,0.987,2.658,0.031,321.862,50.0,247.912,2023-07-09 21:09:15.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
556.096,10.844,0.987,2.657,0.031,321.875,50.0,247.815,2023-07-09 21:09:16.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
557.096,10.817,0.987,2.657,0.031,321.889,50.0,247.718,2023-07-09 21:09:17.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
558.096,10.789,0.987,2.657,0.031,321.902,50.0,247.622,2023-07-09 21:09:18.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
559.096,10.762,0.987,2.657,0.03,321.916,50.0,247.527,2023-07-09 21:09:19.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
