Time [s],Altitude [km],Lat [deg],Lon [deg],Velocity [km/s],Downrange [km],Mass [kg],Temp [K],Datetime,d_m [kg],ObjectID,ObjectName,Part,Material,ReferenceArea [m^2],scenario,reentry_vehicle
1064.096,0.624,0.988,2.629,0.015,325.092,50.0,264.56,2023-07-09 21:17:44.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
1065.096,0.609,0.988,2.629,0.015,325.093,50.0,264.664,2023-07-09 21:17:45.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
1066.096,0.593,0.988,2.629,0.015,325.093,50.0,264.768,2023-07-09 21:17:46.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
1067.096,0.578,0.988,2.629,0.015,325.094,50.0,264.872,2023-07-09 21:17:47.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
1068.096,0.563,0.988,2.629,0.015,325.095,50.0,264.976,2023-07-09 21:17:48.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
1069.096,0.547,0.988,2.629,0.015,325.095,50.0,265.08,2023-07-09 21:17:49.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
1070.096,0.532,0.988,2.629,0.015,325.096,50.0,265.185,2023-07-09 21:17:50.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
1071.096,0.517,0.988,2.629,0.015,325.096,50.0,265.289,2023-07-09 21:17:51.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
1072.096,0.502,0.988,2.629,0.015,325.097,50.0,265.394,2023-07-09 21:17:52.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
1073.096,0.486,0.988,2.629,0.015,325.097,50.0,265.498,2023-07-09 21:17:53.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
1074.096,0.471,0.988,2.629,0.015,325.098,50.0,265.603,2023-07-09 21:17:54.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
1075.096,0.456,0.988,2.629,0.015,325.098,50.0,265.708,2023-07-09 21:17:55.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
1076.096,0.441,0.988,2.629,0.015,325.099,50.0,265.812,2023-07-09 21:17:56.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
1077.096,0.425,0.988,2.629,0.015,325.099,50.0,265.917,2023-07-09 21:17:57.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
1078.096,0.41,0.988,2.629,0.015,325.1,50.0,266.022,2023-07-09 21:17:58.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
1079.096,0.395,0.988,2.629,0.015,325.1,50.0,266.127,2023-07-09 21:17:59.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
1080.096,0.38,0.988,2.629,0.015,325.101,50.0,266.233,2023-07-09 21:18:00.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
1081.096,0.365,0.988,2.629,0.015,325.101,50.0,266.338,2023-07-09 21:18:01.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
1082.096,0.35,0.988,2.629,0.015,325.101,50.0,266.443,2023-07-09 21:18:02.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
1083.096,0.335,0.988,2.629,0.015,325.102,50.0,266.549,2023-07-09 21:18:03.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
1084.096,0.319,0.988,2.629,0.015,325.102,50.0,266.654,2023-07-09 21:18:04.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
1085.096,0.304,0.988,2.629,0.015,325.102,50.0,266.76,2023-07-09 21:18:05.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
